CustomerKey,GeographyKey,CustomerName,BirthDate,MaritalStatus,Gender
21441,60,Edward Nelson,8/10/1953,Married,Male
21442,331,Savannah Cook,5/18/1953,Single,Female
21443,631,Zoe Morgan,11/7/1947,Married,Female
21444,352,Blake Lopez,6/21/1948,Married,Male
21445,609,Madeline Evans,9/13/1948,Married,Female
21446,68,Jeremy Barnes,4/14/1949,Married,Male
21447,60,Anthony Harris,8/25/1948,Married,Male
21448,311,Jenna Nelson,10/1/1948,Married,Female
21449,311,Devon Raheem,7/21/1948,Married,Male
21450,68,Nathan Bryant,8/6/1949,Married,Male
21451,311,Jocelyn Ross,4/27/1950,Married,Female
21452,539,Seth Bailey,11/18/1949,Married,Male
21453,49,Wayne Deng,2/17/1955,Married,Male
21454,311,Alvin Goldstein,8/6/1949,Married,Male
21455,609,Samuel Shan,6/17/1951,Married,Male
21456,543,Dalton Gonzales,8/26/1950,Married,Male
21457,300,Jamie Serrano,3/24/1951,Married,Male
21458,335,Carson Price,5/8/1956,Married,Male
21459,374,Luis Alexander,3/24/1951,Married,Male
21460,372,Jack Carter,2/4/1951,Married,Male
21461,60,Elizabeth Simmons,11/30/1950,Married,Female
21462,345,Katelyn Nelson,3/2/1951,Single,Female
21463,372,Logan Roberts,4/24/1951,Married,Male
21464,51,Miguel Griffin,10/7/1950,Married,Male
21465,360,Austin Shan,10/29/1951,Married,Male
21466,542,Austin Jones,9/5/1951,Married,Male
21467,632,David Harris,1/31/1952,Married,Male
21468,336,Ethan Yang,2/24/1952,Married,Male
21469,316,Caitlin Bell,3/26/1953,Single,Female
21470,307,Stephanie Jenkins,9/12/1952,Single,Female
21471,51,Marcus Carter,10/28/1952,Married,Male
21472,325,Patrick Ward,5/18/1953,Married,Male
21473,612,Stacy Rubio,4/10/1954,Married,Female
21474,623,Lucas Gray,4/21/1954,Married,Male
21475,314,Cassidy Alexander,8/17/1959,Married,Female
21476,315,Hunter Jenkins,4/8/1954,Married,Male
21477,339,Katelyn Watson,12/8/1953,Married,Female
21478,343,Abigail Reed,1/11/1954,Married,Female
21479,359,Noah Foster,8/2/1953,Married,Male
21480,49,Alfredo Martin,9/6/1954,Married,Male
21481,614,Jose Diaz,11/6/1954,Married,Male
21482,542,Haley Flores,4/7/1955,Single,Female
21483,637,Michelle Bailey,12/14/1954,Married,Female
21484,638,Abigail Coleman,4/19/1971,Married,Female
21485,641,Brandon Clark,2/8/1971,Married,Male
21486,301,Suzanne Gao,3/3/1955,Single,Female
21487,347,Jacqueline Ramirez,9/8/1954,Single,Female
21488,359,Madison Henderson,4/1/1955,Married,Female
21489,49,Neil Gutierrez,2/17/1956,Married,Male
21490,50,Cole Ward,5/5/1956,Married,Male
21491,623,Joseph Lewis,4/8/1961,Married,Male
21492,314,Robert Jai,4/21/1956,Single,Male
21493,359,Carson Coleman,6/18/1956,Single,Male
21494,54,Kayla Gonzales,9/5/1962,Single,Female
21495,631,James Hughes,1/29/1957,Married,Male
21496,300,Nichole Rai,11/7/1962,Married,Female
21497,307,Patrick Cox,1/11/1962,Married,Male
21498,312,Cameron Wilson,5/2/1962,Married,Male
21499,358,Bailey Ramirez,4/22/1957,Married,Female
21500,642,Devin Long,8/16/1957,Married,Male
21501,59,Deb Foster,8/2/1957,Single,Male
21502,326,Morgan Clark,11/22/1963,Single,Female
21503,626,Melanie Long,12/24/1957,Married,Female
21504,611,Chloe Torres,10/18/1957,Married,Female
21505,192,Ronald Gonzalez,4/16/1968,Single,Male
21506,173,Randall Gutierrez,10/19/1968,Married,Male
21507,231,Hunter Smith,7/15/1962,Married,Male
21508,229,Suzanne Li,9/22/1961,Married,Female
21509,247,Michele Lopez,5/20/1961,Married,Female
21510,155,Carol Perry,6/18/1960,Married,Female
21511,265,Richard Sanders,2/2/1965,Married,Male
21512,231,Emma Russell,5/22/1960,Married,Female
21513,197,Stacey Xu,10/24/1949,Married,Female
21514,134,Krystal Zhu,9/8/1949,Married,Female
21515,233,Barbara Yuan,8/13/1949,Married,Female
21516,246,Larry Serrano,10/10/1949,Married,Male
21517,257,Gerald Subram,4/16/1950,Married,Male
21518,197,Ruben Madan,5/18/1951,Married,Male
21519,162,Franklin Becker,10/6/1950,Single,Male
21520,238,Seth Baker,1/14/1951,Married,Male
21521,187,Joanna Romero,8/8/1951,Single,Female
21522,196,Morgan Bryant,1/8/1952,Single,Female
21523,175,Timothy Green,2/18/1963,Married,Male
21524,265,Faith Wood,8/11/1958,Single,Female
21525,241,Victoria Howard,2/10/1959,Married,Female
21526,172,Jonathon Munoz,10/31/1975,Single,Male
21527,211,Sergio Patel,3/20/1960,Single,Male
21528,151,Jay Moreno,11/3/1959,Married,Male
21529,183,Kristi Martinez,9/1/1958,Single,Female
21530,182,Toni Raman,1/31/1964,Married,Female
21531,223,Kari Vance,8/10/1958,Married,Female
21532,175,Sierra Turner,9/22/1958,Married,Female
21533,259,Gilbert Tang,12/18/1969,Married,Male
21534,250,Warren Rai,4/23/1963,Single,Male
21535,206,Alfredo Sandberg,7/23/1962,Single,Male
21536,128,Billy Rubio,8/18/1956,Married,Male
21537,147,Gloria Navarro,12/5/1956,Married,Female
21538,220,Tara Luo,10/8/1955,Married,Female
21539,209,Phillip Raman,9/19/1966,Married,Male
21540,255,Ross Rubio,8/17/1955,Single,Male
21541,265,Daisy Gutierrez,9/19/1966,Married,Female
21542,220,Patricia Vance,11/21/1954,Married,Female
21543,211,Naomi Romero,1/30/1960,Married,Female
21544,240,Gary Moreno,4/19/1971,Married,Male
21545,277,Michele Schmidt,4/12/1955,Married,Female
21546,155,Cory Garcia,11/22/1953,Married,Male
21547,238,Brad Raje,5/6/1970,Single,Male
21548,254,Christy Chander,8/30/1959,Married,Female
21549,126,Jerome Ruiz,9/16/1963,Single,Male
21550,163,Kara Deng,8/22/1958,Married,Female
21551,39,Elijah Butler,2/16/1981,Single,Male
21552,20,Francis Alvarez,5/18/1981,Married,Male
21553,27,Allen Suri,4/15/1981,Married,Male
21554,4,Molly Rana,1/21/1979,Single,Female
21555,35,Jarrod Madan,9/6/1979,Single,Male
21556,15,Gloria Serrano,11/24/1979,Single,Female
21557,6,Kate Lal,10/14/1979,Single,Female
21558,4,Nicole Coleman,12/20/1984,Single,Female
21559,26,Pedro Malhotra,10/5/1978,Married,Male
21560,35,Kristopher Lopez,3/12/1979,Married,Male
21561,8,Albert Navarro,11/17/1977,Single,Male
21562,3,Drew Jai,10/16/1983,Single,Male
21563,24,Carla Mehta,6/23/1977,Single,Female
21564,27,Erica Liu,1/28/1977,Single,Female
21565,21,Sheena Shan,11/8/1983,Married,Female
21566,22,Jermaine Garcia,7/14/1977,Married,Male
21567,18,Candace Sanchez,7/9/1982,Married,Female
21568,23,Jacquelyn Hernandez,5/20/1977,Married,Female
21569,5,Brendan Rai,9/10/1981,Single,Male
21570,11,Barry Kovár,12/30/1975,Married,Male
21571,8,Darryl Yang,10/23/1975,Married,Male
21572,7,Randall Ramos,4/23/1982,Married,Male
21573,14,Jimmy Munoz,1/31/1975,Single,Male
21574,638,Fernando Lewis,1/15/1970,Married,Male
21575,322,Justin Foster,2/12/1962,Married,Male
21576,546,Benjamin Gonzales,4/11/1962,Married,Male
21577,49,Tiffany Ma,9/8/1939,Married,Female
21578,642,Jordan Green,10/15/1950,Married,Male
21579,553,Wyatt Jackson,5/3/1940,Married,Male
21580,52,Mariah Ward,6/26/1969,Single,Female
21581,71,Rachel Russell,1/10/1969,Married,Female
21582,49,Amber Roberts,3/10/1983,Married,Female
21583,653,Jaclyn Lal,10/3/1977,Married,Female
21584,616,Gavin Bryant,8/2/1977,Married,Male
21585,543,Trinity Gray,12/16/1977,Married,Female
21586,552,Stephanie Foster,1/3/1978,Married,Female
21587,298,Jenna Roberts,5/25/1983,Married,Female
21588,301,Theodore Martin,8/2/1977,Married,Male
21589,60,Vanessa Coleman,9/12/1975,Married,Female
21590,609,Taylor Gonzales,5/6/1976,Married,Female
21591,310,Clayton Goel,3/25/1976,Married,Male
21592,623,Christina Reed,9/18/1975,Married,Female
21593,301,Marcus Roberts,5/1/1975,Single,Male
21594,322,Brianna Moore,8/16/1985,Married,Female
21595,54,Juan Ward,10/19/1982,Married,Male
21596,553,Luke Wright,1/30/1977,Married,Male
21597,312,Jose Jones,1/30/1982,Married,Male
21598,648,Chloe Perez,10/10/1980,Married,Female
21599,548,Sara Lopez,12/8/1980,Married,Female
21600,368,Alexa Bell,11/24/1973,Married,Female
21601,360,Jacqueline Bell,2/16/1979,Married,Female
21602,612,Manuel Malhotra,6/24/1974,Married,Male
21603,609,Seth Barnes,12/18/1973,Married,Male
21604,315,Melanie Howard,11/14/1972,Single,Female
21605,612,Brittney Ye,8/25/1975,Married,Female
21606,614,Connor Roberts,4/7/1981,Married,Male
21607,614,Bryce Torres,10/10/1975,Married,Male
21608,634,David Griffin,12/2/1981,Married,Male
21609,307,Tabitha Blanco,1/5/1976,Single,Female
21610,322,Caleb Edwards,2/16/1981,Married,Male
21611,385,Ethan Wilson,9/15/1975,Married,Male
21612,548,Spencer Foster,12/21/1972,Single,Male
21613,57,Caleb Powell,10/15/1972,Single,Male
21614,49,William Thomas,2/13/1973,Married,Male
21615,311,Grace Torres,11/15/1972,Single,Female
21616,612,Carson Wood,5/5/1972,Married,Male
21617,539,Jennifer Miller,8/23/1982,Single,Female
21618,54,Elijah Carter,8/16/1977,Married,Male
21619,385,Angela Patterson,10/17/1971,Single,Female
21620,50,Mariah Brooks,1/30/1986,Married,Female
21621,54,Jordan Parker,1/31/1980,Married,Male
21622,59,Ethan Winston,11/15/1974,Married,Male
21623,632,Connor Diaz,11/20/1974,Married,Male
21624,642,Faith Price,7/17/1974,Single,Female
21625,553,Jennifer Hall,2/24/1975,Married,Female
21626,648,Brianna Garcia,10/21/1980,Married,Female
21627,302,Bailey Roberts,3/12/1980,Married,Female
21628,612,Kelli Xu,2/18/1971,Single,Female
21629,52,Thomas Thomas,8/12/1976,Single,Male
21630,627,Faith Jenkins,3/5/1976,Married,Female
21631,49,Martin Sanchez,4/15/1976,Married,Male
21632,312,Jaclyn Liang,3/6/1971,Married,Female
21633,633,Cameron Zhang,1/14/1971,Married,Male
21634,614,Arianna Cook,5/21/1976,Married,Female
21635,352,Christian Lewis,3/16/1976,Married,Male
21636,385,Katherine Rivera,4/18/1971,Married,Female
21637,359,Richard Lewis,10/14/1980,Single,Male
21638,539,Olivia Harris,5/2/1970,Single,Female
21639,612,Anthony Wilson,3/23/1975,Married,Male
21640,314,Charles Cooper,10/5/1969,Married,Male
21641,314,Kaylee Perez,2/16/1981,Married,Female
21642,59,Alexandra Rodriguez,12/1/1969,Married,Female
21643,311,Wyatt Diaz,2/12/1970,Married,Male
21644,383,Sydney Howard,11/19/1969,Married,Female
21645,644,Spencer Alexander,2/4/1970,Married,Male
21646,335,Luis Bryant,12/2/1968,Married,Male
21647,611,Blake Brown,8/3/1968,Single,Male
21648,301,Ronnie Sun,4/11/1969,Single,Male
21649,311,Keith Nara,3/7/1969,Married,Male
21650,312,Cedric Zeng,5/22/1969,Married,Male
21651,633,Sean Cooper,5/12/1969,Married,Male
21652,68,Julia Bell,9/29/1974,Married,Female
21653,361,Jose Anderson,7/3/1968,Single,Male
21654,329,Aidan Barnes,5/26/1969,Single,Male
21655,56,Zachary Bryant,6/17/1974,Married,Male
21656,69,Hannah Hayes,12/21/1968,Married,Female
21657,609,Sara Green,9/3/1968,Single,Female
21658,68,Jocelyn Powell,3/17/1969,Married,Female
21659,50,Gabrielle Jenkins,12/22/1968,Married,Female
21660,339,Allison Watson,1/24/1969,Married,Female
21661,163,Terry Champion,2/15/1984,Single,Male
21662,206,Orlando Muñoz,11/29/1977,Single,Male
21663,177,Kenneth Goel,2/13/1978,Single,Male
21664,189,Edwin Yuan,8/26/1977,Single,Male
21665,180,Karl Jai,1/5/1979,Single,Male
21666,153,Leslie Jimenez,1/1/1979,Married,Female
21667,159,Crystal Zhang,9/25/1978,Married,Female
21668,234,Christina Rogers,3/11/1979,Married,Female
21669,236,Jessica Rodriguez,10/1/1978,Married,Female
21670,187,Benjamin Lal,4/3/1983,Single,Male
21671,189,Nicolas Jai,4/23/1978,Single,Male
21672,166,Craig Gomez,11/3/1977,Single,Male
21673,196,Jésus Gill,1/14/1978,Single,Male
21674,155,Jada Morris,9/17/1976,Married,Female
21675,202,Adriana Rana,8/9/1976,Single,Female
21676,219,Valerie Guo,1/4/1977,Single,Female
21677,220,Cedric Chander,5/24/1977,Single,Male
21678,260,Alvin Tang,1/8/1977,Single,Male
21679,230,Drew Yuan,4/6/1977,Single,Male
21680,135,Ricky Torres,5/23/1982,Single,Male
21681,157,Casey Ortega,12/28/1976,Single,Male
21682,234,Katrina Goel,3/5/1977,Single,Female
21683,279,Henry Suri,2/11/1982,Single,Male
21684,189,Mariah Bennett,4/14/1923,Married,Female
21685,632,Bailey Green,1/14/1980,Single,Female
21686,302,Albert Ortega,3/16/1980,Married,Male
21687,316,Sarah Brown,7/11/1979,Single,Female
21688,361,Jesse Morris,6/15/1936,Single,Male
21689,609,Olivia Simmons,8/3/1936,Married,Female
21690,49,Samantha Thomas,1/24/1972,Single,Female
21691,59,Brandon Martin,3/1/1972,Single,Male
21692,648,Savannah Ward,5/5/1972,Single,Female
21693,299,Alyssa Ashe,1/25/1972,Single,Female
21694,299,Bobby Sai,12/19/1971,Single,Male
21695,299,Ethan Rodriguez,4/4/1972,Married,Male
21696,614,Gabrielle Watson,5/10/1964,Married,Female
21697,385,Dalton Powell,4/18/1959,Married,Male
21698,311,Tracy She,1/15/1959,Married,Female
21699,339,Logan Sharma,9/29/1959,Married,Male
21700,352,Juan Ramirez,9/30/1965,Married,Male
21701,542,Abigail Sanders,1/4/1961,Married,Female
21702,64,Paige Gonzales,8/5/1960,Married,Female
21703,69,Paige Blue,3/10/1961,Married,Female
21704,637,Charles Martinez,10/23/1960,Married,Male
21705,307,Warren Sharma,4/9/1962,Married,Male
21706,612,Haley Murphy,6/3/1974,Married,Female
21707,618,Cassidy Simmons,8/14/1973,Married,Female
21708,616,Andrea Brooks,1/31/1969,Married,Female
21709,546,Katherine Torres,10/5/1969,Single,Female
21710,62,Brittany Gonzales,5/1/1975,Married,Female
21711,383,Hailey Gray,5/10/1964,Single,Female
21712,316,Megan Ross,12/12/1963,Married,Female
21713,315,Jose Parker,6/9/1964,Single,Male
21714,612,Carmen Patel,3/8/1964,Single,Female
21715,644,Jonathan Ross,5/9/1969,Married,Male
21716,612,Gerald Sara,8/30/1963,Married,Male
21717,374,Angel King,1/6/1976,Married,Male
21718,336,Devin Roberts,5/13/1976,Single,Male
21719,543,Morgan Torres,5/25/1965,Single,Female
21720,301,Raul Jai,11/4/1964,Single,Male
21721,635,Sara Campbell,11/21/1964,Single,Female
21722,372,Spencer Wood,11/1/1964,Married,Male
21723,302,Tiffany Huang,9/6/1977,Married,Female
21724,311,Mandy Yang,3/12/1978,Single,Female
21725,69,Gabrielle Cannata,8/18/1983,Single,Female
21726,63,Morgan Hall,2/19/1979,Single,Female
21727,64,Arianna Flores,12/22/1978,Married,Female
21728,612,Madison Harris,1/6/1979,Single,Female
21729,641,Alexandria Morgan,7/7/1984,Single,Female
21730,301,Noah Campbell,10/18/1978,Married,Male
21731,331,Alexandra Diaz,1/22/1979,Married,Female
21732,57,Ian Johnson,4/23/1978,Single,Male
21733,627,Ian Simmons,5/3/1977,Single,Male
21734,337,Grace Garcia,1/29/1977,Married,Female
21735,314,Grace Diaz,4/21/1982,Married,Female
21736,301,Thomas Thompson,4/20/1982,Married,Male
21737,223,Timothy Rivera,2/16/1968,Single,Male
21738,265,Francis Alonso,9/14/1973,Married,Male
21739,273,Dale Rai,8/17/1973,Single,Male
21740,273,Taylor Walker,4/24/1968,Married,Female
21741,54,Alexa Sanders,12/8/1972,Married,Female
21742,51,Katelyn Cox,11/11/1976,Married,Female
21743,307,Theresa Rubio,4/20/1971,Married,Female
21744,310,Emma Perry,9/15/1970,Married,Female
21745,52,Isabel Foster,1/30/1970,Single,Female
21746,334,Xavier Hernandez,3/12/1973,Married,Male
21747,302,Derrick Munoz,10/14/1967,Married,Male
21748,325,Wyatt Harris,4/20/1979,Single,Male
21749,310,Ashley Williams,8/25/1947,Single,Female
21750,312,Carlos Reed,10/5/1953,Married,Male
21751,335,Logan Jackson,5/9/1948,Married,Male
21752,41,Rafael Li,3/31/1953,Married,Male
21753,536,Morgan Robinson,5/21/1948,Married,Female
21754,548,Kaitlyn Lopez,10/5/1953,Married,Female
21755,312,Lucas White,9/20/1948,Married,Male
21756,369,Allison Carter,5/23/1949,Married,Female
21757,623,Elijah Wang,9/8/1954,Married,Male
21758,612,Patricia Malhotra,8/21/1949,Married,Female
21759,71,Jennifer Moore,10/18/1949,Married,Female
21760,311,Margaret She,4/17/1950,Married,Female
21761,374,Makayla Sanders,2/13/1950,Single,Female
21762,616,Andrea Hernandez,2/22/1950,Married,Female
21763,634,Madison Brown,3/7/1962,Married,Female
21764,58,Nathan Smith,10/6/1950,Married,Male
21765,546,Nathaniel Kelly,2/8/1962,Married,Male
21766,298,Jesse Baker,11/23/1950,Married,Male
21767,298,Mariah Ramirez,12/11/1951,Married,Female
21768,53,Cole Watson,2/19/1952,Single,Male
21769,311,Michele Rubio,10/13/1951,Single,Female
21770,635,Brandon Thomas,8/7/1957,Married,Male
21771,307,Sheena Shen,6/8/1952,Married,Female
21772,547,Sarah Patterson,8/16/1951,Married,Female
21773,536,Alyssa Rogers,12/19/1951,Married,Female
21774,374,Brian James,12/19/1952,Married,Male
21775,345,Sean Ramirez,10/20/1952,Single,Male
21776,623,Daniel Thompson,3/3/1953,Married,Male
21777,66,Emily Gonzales,12/19/1952,Married,Female
21778,612,Louis Shen,10/31/1952,Married,Male
21779,311,Maurice Black,10/1/1958,Single,Male
21780,311,Pedro Gonzalez,8/19/1963,Married,Male
21781,626,Jared Rivera,12/19/1952,Married,Male
21782,536,Blake Martin,2/13/1954,Single,Male
21783,612,Kate Goel,4/18/1954,Single,Female
21784,614,Mackenzie Hernandez,4/4/1954,Single,Female
21785,307,Tabitha Rodriguez,11/8/1953,Single,Female
21786,316,Alexis Bennett,12/30/1953,Married,Female
21787,326,Rebecca Allen,5/15/1954,Married,Female
21788,331,Spencer Barnes,11/1/1953,Married,Male
21789,343,Lauren Griffin,12/23/1953,Married,Female
21790,358,James Diaz,8/23/1953,Married,Male
21791,361,Richard Price,6/18/1954,Married,Male
21792,69,Cassidy Butler,12/11/1954,Married,Female
21793,546,Kaylee Scott,2/21/1955,Married,Female
21794,315,Alyssa James,9/11/1960,Married,Female
21795,361,Tristan Bennett,1/19/1960,Single,Male
21796,66,Emma Ward,10/8/1955,Married,Female
21797,609,Kelvin Gao,3/24/1956,Married,Male
21798,543,Jade Sanders,3/24/1956,Married,Female
21799,543,Angel Cook,3/26/1956,Married,Male
21800,311,Heidi Raman,3/18/1956,Married,Female
21801,352,Kaylee Cooper,4/13/1956,Married,Female
21802,372,Lucas Roberts,10/18/1955,Married,Male
21803,49,Emily Thomas,3/21/1957,Married,Female
21804,632,Brooke Cook,8/7/1962,Married,Female
21805,635,Lucas Russell,10/15/1956,Married,Male
21806,301,Kelvin Xie,8/2/1956,Single,Male
21807,310,Amanda Campbell,5/1/1957,Married,Female
21808,315,Amanda Green,8/19/1956,Married,Female
21809,334,Sydney Thompson,3/30/1968,Married,Female
21810,372,Justin Miller,6/16/1957,Married,Male
21811,310,Olivia Williams,8/11/1957,Married,Female
21812,637,Adrian Bailey,7/4/1957,Married,Male
21813,64,Dalton Brown,8/30/1963,Married,Male
21814,552,Noah Edwards,9/21/1957,Married,Male
21815,63,Gabrielle Green,11/2/1957,Single,Female
21816,175,Jackson Roberts,1/17/1964,Single,Male
21817,273,Jerome Carlson,10/7/1963,Married,Male
21818,225,Willie Chander,4/23/1963,Married,Male
21819,224,Chloe Howard,5/2/1963,Married,Female
21820,190,Priscilla Nath,12/5/1973,Married,Female
21821,142,Clayton Tang,11/19/1962,Single,Male
21822,278,Gregory Yuan,8/26/1962,Single,Male
21823,123,Lacey She,3/6/1967,Single,Female
21824,255,Warren She,12/31/1961,Married,Male
21825,140,Randy Zhou,5/18/1961,Married,Male
21826,121,Abigail Russell,1/6/1961,Married,Female
21827,171,Mallory Gutierrez,7/6/1960,Married,Female
21828,160,Megan Gonzales,8/1/1960,Single,Female
21829,270,Carolyn Rana,7/17/1960,Married,Female
21830,272,Briana Alonso,4/15/1961,Married,Female
21831,189,Yolanda Anand,8/30/1965,Married,Female
21832,188,Pedro Gill,10/25/1949,Married,Male
21833,130,Terrance Gonzalez,6/16/1955,Single,Male
21834,120,Jillian Mehta,8/4/1955,Married,Female
21835,175,Susan Sun,10/20/1949,Married,Female
21836,162,Kristi Raman,1/8/1950,Married,Female
21837,131,Megan Alexander,1/21/1951,Married,Female
21838,173,Gerald Ruiz,3/2/1951,Married,Male
21839,241,Billy Diaz,10/16/1956,Married,Male
21840,258,Stacey Ma,5/9/1951,Married,Female
21841,278,Lindsay Nath,12/10/1950,Married,Female
21842,147,Neil Navarro,5/13/1952,Married,Male
21843,158,Erica He,4/1/1952,Single,Female
21844,120,James Long,10/5/1959,Married,Male
21845,184,Cameron Miller,10/31/1959,Married,Male
21846,121,Kevin Patterson,5/8/1960,Married,Male
21847,249,Dominic Madan,11/23/1959,Single,Male
21848,248,Jerry Raje,7/27/1958,Married,Male
21849,210,Todd Chow,7/12/1957,Married,Male
21850,197,Bruce Subram,3/13/1957,Married,Male
21851,131,Stuart Railson,3/6/1957,Married,Male
21852,133,Eduardo Johnson,1/29/1957,Married,Male
21853,175,Stacy Gutierrez,7/17/1956,Married,Female
21854,247,Theresa Schmidt,9/17/1956,Married,Female
21855,276,Paula Martin,8/8/1962,Married,Female
21856,242,Emmanuel Sanchez,11/8/1955,Married,Male
21857,253,Jay Dominguez,7/20/1955,Single,Male
21858,257,Curtis Lin,8/8/1971,Single,Male
21859,215,Monica Kim,2/13/1954,Single,Female
21860,211,Jacquelyn Gill,1/7/1959,Married,Female
21861,199,Kari Romero,4/25/1954,Married,Female
21862,206,Michele Prasad,3/4/1954,Married,Female
21863,134,Shawna Anand,8/19/1959,Single,Female
21864,231,Martin Lopez,4/21/1954,Single,Male
21865,251,Kathryn Andersen,5/22/1954,Married,Female
21866,226,Shannon Zhu,8/20/1952,Married,Female
21867,223,Michael Ruggiero,5/13/1953,Married,Male
21868,153,Aimee Ma,8/2/1952,Married,Female
21869,154,Tina Prasad,4/8/1953,Married,Female
21870,267,Jenny Raji,3/3/1953,Married,Female
21871,33,Devin Adams,5/5/1982,Single,Male
21872,15,Alisha Lal,5/30/1981,Single,Female
21873,5,Kellie Navarro,1/30/1981,Married,Female
21874,13,Brandi Suarez,11/19/1981,Married,Female
21875,15,Cedric Nara,2/14/1982,Single,Male
21876,10,Philip Rubio,10/24/1981,Single,Male
21877,2,Clarence Xu,2/10/1982,Single,Male
21878,10,Bryant Rana,10/23/1981,Married,Male
21879,33,Louis Ma,4/7/1980,Single,Male
21880,33,Marc Gomez,8/16/1985,Married,Male
21881,21,Nicole Lewis,4/14/1981,Single,Female
21882,23,Jay Ramos,3/22/1981,Single,Male
21883,39,Patricia Kapoor,9/4/1979,Single,Female
21884,18,Tabitha Gutierrez,1/5/1979,Married,Female
21885,13,Rafael Xu,6/3/1980,Single,Male
21886,10,Jill Carlson,11/7/1979,Single,Female
21887,31,Ashley White,11/9/1977,Married,Female
21888,23,Evan Edwards,3/4/1979,Single,Male
21889,4,Sheila Navarro,2/14/1979,Married,Female
21890,3,Tiffany Zeng,8/5/1978,Married,Female
21891,5,Dawn Nara,12/21/1977,Married,Female
21892,16,Joan Hernandez,2/22/1977,Married,Female
21893,7,Brandi Hernandez,12/12/1976,Single,Female
21894,31,David Li,11/9/1981,Single,Male
21895,23,Kaylee Gonzalez,10/5/1981,Single,Female
21896,34,Roy Subram,1/23/1976,Married,Male
21897,17,Francisco Subram,4/18/1977,Married,Male
21898,33,Devon Raji,8/4/1976,Married,Male
21899,6,Marie Vazquez,4/6/1982,Married,Female
21900,536,Robert Jones,10/14/1980,Single,Male
21901,542,Elizabeth Taylor,11/21/1969,Married,Female
21902,325,Natalie James,3/16/1981,Single,Female
21903,368,Fernando Jenkins,1/12/1962,Single,Male
21904,52,Chase Sandberg,2/4/1967,Married,Male
21905,609,Pedro Hernandez,3/18/1940,Married,Male
21906,609,Miranda Simmons,8/5/1939,Married,Female
21907,616,Jordan Hall,2/17/1940,Married,Female
21908,546,Isabel Hayes,12/30/1939,Married,Female
21909,352,Allison Ward,12/22/1939,Married,Female
21910,154,Rebekah Perez,8/13/1985,Single,Female
21911,223,Joan Ross,6/22/1986,Single,Female
21912,186,Colleen Kumar,9/18/1985,Single,Female
21913,212,Arthur Blanco,11/24/1985,Single,Male
21914,120,Emily Brown,8/18/1985,Single,Female
21915,360,Tristan Wood,10/29/1967,Married,Male
21916,68,Jesse Evans,2/5/1972,Married,Male
21917,355,Dalton Johnson,12/18/1977,Married,Male
21918,311,Carol Serrano,5/3/1967,Single,Female
21919,611,Melissa Howard,2/4/1967,Married,Female
21920,335,Destiny Bennett,8/15/1966,Married,Female
21921,59,Lucas Collins,1/30/1967,Married,Male
21922,374,Bailey Ward,5/23/1967,Married,Female
21923,637,Justin Williams,1/17/1967,Married,Male
21924,648,Eduardo Cook,3/10/1971,Married,Male
21925,49,Tabitha Dominguez,1/30/1966,Single,Female
21926,553,Melanie Henderson,1/11/1973,Single,Female
21927,310,Meredith Browning,3/15/1973,Single,Female
21928,310,Karl Luo,8/30/1972,Single,Male
21929,312,Karen Perry,5/14/1984,Single,Female
21930,325,Marissa Perry,1/20/1984,Single,Female
21931,360,Marcus Wood,3/20/1966,Married,Male
21932,310,Leonard Kumar,12/10/1970,Married,Male
21933,358,Nicole Martin,4/1/1965,Married,Female
21934,325,Jennifer Cox,12/7/1964,Married,Female
21935,644,Victoria Simmons,7/24/1970,Married,Female
21936,301,Emma Reed,12/11/1970,Married,Female
21937,359,Morgan Ross,11/23/1970,Single,Female
21938,545,Savannah Hall,6/9/1970,Married,Female
21939,51,Thomas Roberts,3/7/1970,Married,Male
21940,312,Alejandro Sharma,1/20/1965,Married,Male
21941,369,Gail Moore,8/19/1963,Single,Female
21942,626,Julia Roberts,3/4/1964,Married,Female
21943,19,Cindy Mehta,2/5/1975,Single,Female
21944,8,Daisy Jiménez,9/16/1980,Married,Female
21945,37,Pearlie Rusek,8/13/1985,Single,Female
21946,13,Michele Deng,7/3/1974,Married,Female
21947,37,Diane Romero,4/8/1975,Married,Female
21948,29,Ann Madan,10/10/1974,Married,Female
21949,28,Clayton Chavez,9/23/1980,Single,Male
21950,4,Armando Hernandez,10/3/1974,Single,Male
21951,23,Orlando Hernandez,11/23/1981,Single,Male
21952,34,Latasha Vazquez,1/3/1974,Single,Female
21953,36,Marvin Vazquez,1/18/1973,Married,Male
21954,31,Yolanda Andersen,5/20/1978,Single,Female
21955,7,Jenny Ferrier,2/19/1975,Single,Female
21956,10,Jay Kapoor,4/15/1975,Single,Male
21957,12,Kathryn Shen,11/15/1974,Married,Female
21958,16,Mallory Blanco,4/18/1975,Single,Female
21959,18,Jimmy Dominguez,1/13/1975,Married,Male
21960,33,Dawn Liu,8/17/1972,Married,Female
21961,24,Chelsea Garcia,4/16/1978,Married,Female
21962,36,Kristi Smith,10/28/1972,Single,Female
21963,9,Jacquelyn Serrano,8/19/1978,Married,Female
21964,21,Devon Nara,1/30/1973,Married,Male
21965,37,Bethany Raheem,2/21/1972,Married,Female
21966,38,Ross Sai,4/25/1972,Married,Male
21967,19,Charles Sanders,10/7/1970,Married,Male
21968,29,Jaime Deng,2/1/1974,Single,Male
